Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations,,,
126187,Daily,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,3,Unfamiliar with the brand,Blue Bull,Other,More natural ingredients,Caffeine,No,Not Sure,Online ads,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Studying/working late,,,
126188,2-3 times a month,Throughout the day,To combat fatigue,Yes,Neutral,Not sure,No,4,Unfamiliar with the brand,Cola-Coka,Effectiveness,Wider range of flavors,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,50-99,Gyms and fitness centers,Studying/working late,,,
126189,2-3 times a week,To stay awake during work/study,Other,Yes,Neutral,Effective,Yes,4,Other,Bepsi,Brand reputation,Other,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Studying/working late,,,
126190,2-3 times a week,Throughout the day,To enhance sports performance,No,Negative,Healthy,No,5,Not interested in energy drinks,CodeX,Other,Other,Caffeine,Yes,Not Sure,TV commercials,Innovative bottle design,Yes,100-150,Supermarkets,Studying/working late,,,
126191,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Effective,Yes,3,Unfamiliar with the brand,Others,Other,Other,Caffeine,No,Yes,Print media,Innovative bottle design,Not Sure,100-150,Supermarkets,Studying/working late,,,
126192,Daily,For mental alertness,To enhance sports performance,Yes,Neutral,Healthy,No,3,Not interested in energy drinks,Blue Bull,Other,Reduced sugar content,Vitamins,Yes,No,Online ads,Compact and portable cans,Yes,Below 50,Online retailers,Studying/working late,,,
126193,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Negative,Not sure,Yes,3,Not interested in energy drinks,Bepsi,Brand reputation,Wider range of flavors,Guarana,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,50-99,Online retailers,Studying/working late,,,
126194,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Positive,Not sure,Yes,3,Not available locally,Blue Bull,Availability,Wider range of flavors,Caffeine,No,Not Sure,Other,Compact and portable cans,No,50-99,Gyms and fitness centers,Studying/working late,,,
126195,2-3 times a week,For mental alertness,To enhance sports performance,Yes,Neutral,Healthy,Yes,3,Health concerns,Cola-Coka,Taste/flavor preference,More natural ingredients,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late,,,
126196,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Negative,Dangerous,No,4,Not interested in energy drinks,Bepsi,Other,Healthier alternatives,Sugar,Yes,No,TV commercials,Collectible packaging,No,100-150,Supermarkets,Studying/working late,,,
126197,Rarely,Throughout the day,Increased energy and focus,Yes,Negative,Effective,No,1,Other,Bepsi,Taste/flavor preference,More natural ingredients,Sugar,No,Yes,TV commercials,Eco-friendly design,Yes,50-99,Supermarkets,Studying/working late,,,
126198,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Positive,Effective,No,3,Not interested in energy drinks,Gangster,Brand reputation,Other,Caffeine,No,Yes,TV commercials,Other,Yes,100-150,Online retailers,Studying/working late,,,
126199,2-3 times a week,Before exercise,Other,No,Neutral,Effective,No,2,Not available locally,Bepsi,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,Outdoor billboards,Innovative bottle design,No,100-150,Other,Studying/working late,,,
126200,Once a week,For mental alertness,To enhance sports performance,Yes,Neutral,Healthy,No,2,Not available locally,CodeX,Other,Reduced sugar content,Vitamins,Yes,Yes,Other,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late,,,
126201,2-3 times a month,For mental alertness,To enhance sports performance,No,Negative,Not sure,Yes,3,Not available locally,Sky 9,Brand reputation,Reduced sugar content,Guarana,Yes,Yes,Other,Compact and portable cans,Yes,Below 50,Local stores,Studying/working late,,,
126202,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,No,3,Not interested in energy drinks,Cola-Coka,Availability,Reduced sugar content,Sugar,No,No,TV commercials,Innovative bottle design,No,Above 150,Supermarkets,Studying/working late,,,
126203,Daily,Before exercise,To combat fatigue,Yes,Positive,Healthy,No,3,Not interested in energy drinks,Bepsi,Availability,Wider range of flavors,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,No,50-99,Other,Studying/working late,,,
126204,Rarely,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,Yes,5,Not interested in energy drinks,Cola-Coka,Brand reputation,Wider range of flavors,Sugar,Yes,No,TV commercials,Collectible packaging,Not Sure,Above 150,Other,Studying/working late,,,
126205,Daily,Throughout the day,To boost performance,Yes,Neutral,Effective,Yes,2,Other,Bepsi,Availability,Reduced sugar content,Guarana,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,Above 150,Local stores,Studying/working late,,,
126206,Once a week,Before exercise,Increased energy and focus,No,Negative,Healthy,Yes,2,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Outdoor billboards,Compact and portable cans,Not Sure,50-99,Local stores,Studying/working late,,,
126207,2-3 times a month,For mental alertness,Increased energy and focus,Yes,Neutral,Not sure,No,4,Unfamiliar with the brand,CodeX,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Not Sure,Other,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late,,,
126208,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Effective,No,4,Not interested in energy drinks,Cola-Coka,Other,Healthier alternatives,Sugar,Yes,Not Sure,TV commercials,Eco-friendly design,Yes,50-99,Supermarkets,Studying/working late,,,
126209,2-3 times a week,Before exercise,Increased energy and focus,Yes,Negative,Not sure,No,3,Unfamiliar with the brand,Cola-Coka,Brand reputation,Wider range of flavors,Sugar,Yes,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Studying/working late,,,
126210,2-3 times a month,Before exercise,Increased energy and focus,Yes,Negative,Effective,Yes,4,Not available locally,Cola-Coka,Brand reputation,Wider range of flavors,Vitamins,No,Yes,TV commercials,Collectible packaging,No,100-150,Other,Studying/working late,,,
126211,2-3 times a week,Throughout the day,To combat fatigue,No,Positive,Healthy,No,4,Not interested in energy drinks,Cola-Coka,Availability,Wider range of flavors,Guarana,No,No,TV commercials,Collectible packaging,No,Above 150,Other,Studying/working late,,,
126212,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Effective,No,3,Not available locally,Blue Bull,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,No,Online ads,Innovative bottle design,No,50-99,Supermarkets,Studying/working late,,,
126213,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,No,4,Not available locally,Sky 9,Brand reputation,Wider range of flavors,Guarana,No,No,Online ads,Eco-friendly design,Yes,50-99,Online retailers,Studying/working late,,,
126214,Once a week,For mental alertness,To enhance sports performance,No,Negative,Healthy,No,3,Health concerns,Cola-Coka,Availability,Reduced sugar content,Guarana,No,No,Online ads,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late,,,
126215,Once a week,Before exercise,Increased energy and focus,Yes,Negative,Not sure,No,3,Health concerns,Sky 9,Effectiveness,Healthier alternatives,Sugar,Yes,Yes,TV commercials,Collectible packaging,No,50-99,Supermarkets,Studying/working late,,,
126216,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,No,4,Unfamiliar with the brand,CodeX,Effectiveness,Wider range of flavors,Vitamins,No,Not Sure,Print media,Compact and portable cans,No,50-99,Gyms and fitness centers,Studying/working late,,,
126217,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,No,3,Other,Cola-Coka,Brand reputation,Wider range of flavors,Guarana,Yes,Not Sure,Online ads,Other,Yes,50-99,Online retailers,Studying/working late,,,
126218,2-3 times a month,Before exercise,To boost performance,No,Neutral,Healthy,Yes,2,Other,Cola-Coka,Effectiveness,More natural ingredients,Sugar,No,No,TV commercials,Compact and portable cans,Yes,Above 150,Online retailers,Studying/working late,,,
126219,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Healthy,Yes,1,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Guarana,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late,,,
126220,Rarely,For mental alertness,To enhance sports performance,Yes,Neutral,Healthy,Yes,5,Not available locally,Sky 9,Taste/flavor preference,Wider range of flavors,Sugar,No,Yes,TV commercials,Collectible packaging,Not Sure,50-99,Supermarkets,Studying/working late,,,
126221,Once a week,To stay awake during work/study,To boost performance,Yes,Neutral,Effective,No,1,Other,Bepsi,Availability,Reduced sugar content,Caffeine,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
126222,Once a week,To stay awake during work/study,To boost performance,No,Neutral,Not sure,Yes,3,Not interested in energy drinks,Others,Other,Other,Sugar,Yes,No,Print media,Other,Not Sure,100-150,Online retailers,Studying/working late,,,
126223,Rarely,Before exercise,Increased energy and focus,Yes,Neutral,Healthy,Yes,5,Not available locally,Gangster,Taste/flavor preference,Healthier alternatives,Sugar,Yes,No,Outdoor billboards,Compact and portable cans,Yes,50-99,Local stores,Studying/working late,,,
126224,Once a week,Before exercise,To boost performance,No,Neutral,Effective,Yes,5,Health concerns,Gangster,Availability,Wider range of flavors,Caffeine,No,Not Sure,Online ads,Innovative bottle design,Not Sure,50-99,Online retailers,Studying/working late,,,
126225,2-3 times a month,For mental alertness,To combat fatigue,No,Positive,Not sure,Yes,4,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,No,Above 150,Online retailers,Studying/working late,,,
126226,Once a week,For mental alertness,To enhance sports performance,Yes,Negative,Dangerous,Yes,5,Not available locally,Cola-Coka,Other,Healthier alternatives,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late,,,
126227,2-3 times a week,Before exercise,Increased energy and focus,No,Positive,Not sure,Yes,1,Unfamiliar with the brand,Others,Taste/flavor preference,More natural ingredients,Vitamins,No,Yes,TV commercials,Eco-friendly design,No,100-150,Supermarkets,Studying/working late,,,
126228,2-3 times a week,Before exercise,Other,Yes,Positive,Not sure,No,2,Not available locally,CodeX,Effectiveness,Reduced sugar content,Sugar,Yes,No,Outdoor billboards,Compact and portable cans,Not Sure,100-150,Other,Studying/working late,,,
126229,2-3 times a month,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,Yes,5,Not available locally,Gangster,Other,Healthier alternatives,Vitamins,Yes,Not Sure,Outdoor billboards,Compact and portable cans,Yes,Below 50,Supermarkets,Studying/working late,,,
126230,Rarely,Before exercise,Other,Yes,Negative,Not sure,No,3,Not available locally,Gangster,Effectiveness,Healthier alternatives,Sugar,No,No,Online ads,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late,,,
126231,2-3 times a month,Throughout the day,To boost performance,Yes,Positive,Effective,No,5,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,TV commercials,Other,No,100-150,Supermarkets,Studying/working late,,,
126232,Once a week,To stay awake during work/study,To combat fatigue,No,Neutral,Effective,Yes,5,Health concerns,CodeX,Brand reputation,Reduced sugar content,Sugar,No,Yes,Other,Innovative bottle design,No,100-150,Online retailers,Studying/working late,,,
126233,Daily,To stay awake during work/study,To boost performance,No,Neutral,Healthy,Yes,1,Not interested in energy drinks,Others,Effectiveness,Reduced sugar content,Sugar,No,No,Other,Eco-friendly design,Yes,50-99,Supermarkets,Studying/working late,,,
126234,2-3 times a week,Throughout the day,To combat fatigue,No,Neutral,Not sure,Yes,4,Not interested in energy drinks,Blue Bull,Taste/flavor preference,Other,Sugar,No,No,Online ads,Eco-friendly design,No,Below 50,Supermarkets,Studying/working late,,,
126235,2-3 times a week,To stay awake during work/study,To boost performance,No,Negative,Not sure,Yes,3,Other,Others,Other,Reduced sugar content,Sugar,Yes,Yes,Online ads,Innovative bottle design,No,Above 150,Local stores,Studying/working late,,,
126236,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,1,Health concerns,Blue Bull,Taste/flavor preference,Wider range of flavors,Guarana,Yes,Yes,Online ads,Innovative bottle design,Yes,100-150,Online retailers,Studying/working late,,,
126237,2-3 times a month,Throughout the day,To combat fatigue,Yes,Neutral,Healthy,No,4,Not available locally,Cola-Coka,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,No,TV commercials,Compact and portable cans,Not Sure,50-99,Online retailers,Studying/working late,,,
126238,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,4,Other,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Collectible packaging,No,50-99,Supermarkets,Studying/working late,,,
126239,2-3 times a week,For mental alertness,To enhance sports performance,No,Neutral,Not sure,Yes,3,Not interested in energy drinks,Cola-Coka,Effectiveness,Healthier alternatives,Vitamins,Yes,No,Print media,Innovative bottle design,No,50-99,Supermarkets,Studying/working late,,,
126240,Rarely,Before exercise,Other,Yes,Neutral,Dangerous,No,5,Not interested in energy drinks,CodeX,Brand reputation,Other,Caffeine,No,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late,,,
126241,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Positive,Healthy,No,1,Health concerns,CodeX,Availability,More natural ingredients,Sugar,Yes,No,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late,,,
126242,Once a week,Throughout the day,To combat fatigue,Yes,Negative,Effective,Yes,3,Other,Cola-Coka,Taste/flavor preference,Wider range of flavors,Sugar,No,No,TV commercials,Eco-friendly design,Not Sure,Above 150,Supermarkets,Studying/working late,,,
126243,Daily,Before exercise,To combat fatigue,No,Neutral,Healthy,No,3,Other,Cola-Coka,Availability,Healthier alternatives,Guarana,No,No,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late,,,
126244,Daily,Throughout the day,To boost performance,Yes,Neutral,Effective,No,4,Other,Bepsi,Effectiveness,Wider range of flavors,Caffeine,Yes,No,Online ads,Other,Not Sure,50-99,Online retailers,Studying/working late,,,
